title,link,description,price
Réfrigérateur Combiné  KD29VVW30  Classe A++ Blanc,https://www.quelfrigo.com/refrigerateur-avec-congelateur/siemens/refrigerateur-combine-kd29vvw30-classe-a-blanc-1607.html,"- Ce réfrigérateur congélateur vous apportera tout le confort nécessaire dans votre cuisine ainsi qu'une grande capacité de stockage avec son volume total de 264 litres.- Économe : avec sa classe énergétique A++, votre réfrigérateur vous apportera des économies en termes de consommation dénergie avec seulement 205 KWh/an.- Accessoire ...","432,68€"
Réfrigérateur Combiné  RB29FWJNDSA  Classe A+ Gris métallisé,https://www.quelfrigo.com/refrigerateur-avec-congelateur/samsung/refrigerateur-combine-rb29fwjndsa-classe-a-gris-metallise-3572.html,"- Combiné disposant d’une capacité totale de 288 litres. Dans le détail, le réfrigérateur propose 190 litres, le congélateur, 98 litres.- L’intégralité de l’appareil est refroidie par le procédé du Froid ventilé « No Frost ». Par le biais de cette technologie garantissant une température homogène, les aliments frais pourront ê...","515,58€"
Mini Réfrigérateur  Rml 504,https://www.quelfrigo.com/refrigerateur+1+porte/listo/mini-refrigerateur-rml-504-3303.html,- Mini-réfrigérateur pour un usage en studio ou dans une cuisine étroite.- Classe defficacité énergétique A+. Cet appareil est 20% moins énergivore que les modèles de classe A. Il sagit dun réfrigérateur très économique.- Classe climatique N/ST pour un fonctionnement optimal dans un local à température ambiante de 16°C à 38°C...,"116,48€"
Réfrigérateur  TS1 90320  Classe A+ Blanc,https://www.quelfrigo.com/refrigerateur+1+porte/beko/refrigerateur-ts1-90320-classe-a-blanc-857.html,Classe climatique SN-T : ce frigo peut être installé non loin d’une source de chaleur.Classe énergétique A+ il s’agit donc d’un des réfrigérateurs les moins énergivores disponibles sur le marché. Cet appareil vous permettra de réduire vos consommations d'énergie jusqu'à 25 % en moyenne. Étagères réglables à claire-voie en verr...,"222,54€"
Réfrigérateur Combiné  DRC1027J  Classe,https://www.quelfrigo.com/refrigerateur-avec-congelateur/de+dietrich/refrigerateur-combine-drc1027j-classe-1753.html,Système d'appoint en cas de défaillance. Ceci pour préserver la qualité de vos denrées.Classe climatique SN-ST : ce réfrigérateur peut être placé dans une pièce où règne une température ambiante variant de +10 °C à + 38 °C.Classe d'efficacité énergétique A+ ce qui en fait l'un des modèles les moins énergivores d...,"661,00€"
Réfrigérateur Combiné  ART369/A+  Classe A+,https://www.quelfrigo.com/refrigerateur-avec-congelateur/whirlpool/refrigerateur-combine-art369-a-classe-a-1082.html,Éclairage intérieur pour une bonne visibilité sur tout le contenu de l'appareil.Classe climatique : SN-ST. Cet appareil peut fonctionner de façon optimale dans une pièce soumise à une température variant entre 10°C et 38°C.Technologie de dégivrage automatique pour vous ménager des tâches de dégivrage et vous permettre des économies d...,"612,00€"
Réfrigérateur combiné intégrable  KIV28V20FF,https://www.quelfrigo.com/refrigerateur-avec-congelateur/bosch/refrigerateur-combine-integrable-kiv28v20ff-1150.html,"Modèle combiné avec des compartiments réfrigérateur et freezer qui fonctionnent indépendamment l'un de l'autre. Les produits alimentaires frais sont placés en haut, donc ils sont plus facilement accessibles. Cet aménagement permet notamment de dégivrer le  congélateur sans devoir stopper le frigo ce qui est très pratique.Modèle à quatr...","688,35€"
Réfrigérateur  TSE1231FS  Classe A+ Argenté(e),https://www.quelfrigo.com/refrigerateur-avec-congelateur/beko/refrigerateur-tse1231fs-classe-a-argente-e-3309.html,"- Type dappareil : le modèle BEKO TSE1231FS est un réfrigérateur qui assure un volume de 114 L pour tous vos aliments. Facile à installer, il est doté dun compartiment réfrigérateur équipé de deux clayettes en verre capables de supporter une charge de 30kg, de 3 balconnets, dun bac à légume et dun bac destiné aux ufs et dun ...","241,00€"
Réfrigérateur Combiné  KD46NVW20  Classe A+ Blanc,https://www.quelfrigo.com/refrigerateur-avec-congelateur/siemens/refrigerateur-combine-kd46nvw20-classe-a-blanc-1577.html,- Combiné : ce modèle est une combinaison dun réfrigérateur et dun congélateur doté d'un volume de 375 litres.- Congélateur quatre étoiles : le compartiment congélateur dun volume utile de 78 litres est capable de garder vos produits et aliments pendant une durée de 3 à 12 mois.- La conservation de vos denrées sera toujours assur�...,"727,00€"
Réfrigérateur Combiné  KDV29VL30  Classe A++ Aspect inox,https://www.quelfrigo.com/refrigerateur-avec-congelateur/bosch/refrigerateur-combine-kdv29vl30-classe-a-aspect-inox-1222.html,"Type d'appareil : le modèle KDV29VL30 de Bosch est un appareil frigorifique qui s'accompagne d'un compartiment de congélation. Il a une capacité de 264 L qui n'est pas négligeable pour stocker vos aliments.
Consommation : grâce à sa classe énergétique de niveau A++, sa consommation annuelle est de l'ordre de 205 KW, il dispose aussi d'une ...","465,08€"
Réfrigérateur  BU 1152 HCA  Classe A+,https://www.quelfrigo.com/refrigerateur+1+porte/beko/refrigerateur-bu-1152-hca-classe-a-196.html,"Classe climatique SN-T : ce réfrigérateur peut fonctionner de façon optimale même s’il est placé non loin d’un foyer de chaleur (poêle, fourneau, radiateur, etc.).Classe d’efficacité énergétique A+, ce qui en fait un modèle très économique, il vous permettra de réduire vos dépenses en électricité.Modèle de type ""'table top"" ...","334,80€"
Réfrigérateur Combiné  KD46NVI20  Classe A+ Inoxnettoyage facile,https://www.quelfrigo.com/refrigerateur-avec-congelateur/siemens/refrigerateur-combine-kd46nvi20-classe-a-inoxnettoyage-facile-1318.html,- Le design est lune des forces de ce modèle. Les deux portes réversibles en inox anti-traces avec les côtés argentés et ses poignées verticales en inox garniront sûrement la pièce où il sera installé.- Lajustement de la température se fait électroniquement avec un affichage en LED. Le réglage de la partie réfrigérateur et du con...,"782,00€"
Combiné multi-porte  E3DAAX inox,https://www.quelfrigo.com/refrigerateur-americain/hotpoint-ariston/combine-multi-porte-e3daax-inox-3424.html,"- Le système de réfrigération est le froid ventilé. Par cette technologie, la corvée du dégivrage est terminée et la température (à l’inverse du froid statique) est homogène dans tout l’appareil.- Le système Hygiene Control empêche la formation de moisissures et de bactéries.- Le compartiment fraîcheur est spécifiquement indiqué...","692,78€"
Réfrigérateur encastrable  KIR81AF30,https://www.quelfrigo.com/refrigerateur-avec-congelateur/bosch/refrigerateur-encastrable-kir81af30-3486.html,"- Grâce au tiroir HydroFresh, vous pourrez conserver les fruits et les légumes jusqu'à deux fois plus longtemps. - Par le biais de sa classe énergétique A++, ce combiné consommera jusqu'à 30 % d'énergie en moins qu'un réfrigérateur de classe A.- Le réglage électronique de la température permet de régler d'une manière optimale cette d...","651,89€"
Réfrigérateur Classe  Noir  RA 140,https://www.quelfrigo.com/mini-frigo/dometic/refrigerateur-classe-noir-ra-140-592.html,"Classe climatique N : ce modèle peut être placé dans un environnement soumis à une température ambiante variant de +16°C à +32°C.Clayettes en verre pour garantir davantage de stabilité au moment de la mise en place des produits à conserver.Système de refroidissement par absorption, ce modèle ne comporte ni moteur ni compresseur, ce qui...","273,89€"
Réfrigérateur  KIL18V20FF  Classe A+,https://www.quelfrigo.com/refrigerateur-avec-congelateur/bosch/refrigerateur-kil18v20ff-classe-a-1043.html,"Double fonctionnalités : à la fois réfrigérateur et congélateur, le KIL18V20FF de Bosch comporte un volume total de 131L.
Intérieur : son intérieur est éclairé, confortable et sécurisé. Le dégivrage du réfrigérateur est automatique et 2 de ses clayettes à bouteilles en verre de sécurité sont réglables en hauteur. Il est aussi éq...","421,00€"
Réfrigérateur  ARG913/A+  Classe A+,https://www.quelfrigo.com/refrigerateur+1+porte/whirlpool/refrigerateur-arg913-a-classe-a-469.html,"Fonction de dégivrage automatique pour vous soulager de tâches de dégivrage manuel et éviter la formation, mais surtout l'accumulation du givre dans l'appareil. En effet, lorsque le niveau du givre devient trop important, cela entraine une surconsommation d'énergie. Le système de dégivrage automatique empêche que le givre ne s'accumule exc...","532,49€"
Réfrigérateur  KIL24V21FF  Classe A+,https://www.quelfrigo.com/refrigerateur+1+porte/bosch/refrigerateur-kil24v21ff-classe-a-120.html,Autonomie en cas de panne. Ceci pour conserver la qualité de vos denrées durant 12 heures.Classe climatique ST : ce modèle peut tourner dans une pièce où règne une température ambiante allant de +18°C à +38°C.Classe d'efficacité énergétique A+. Cet appareil vous permettra d'effectuer des économies d'énergie jusqu'à 25 % en moyenneC...,"401,98€"
Réfrigérateur  ERY1201FOW  Classe A+ Blanc,https://www.quelfrigo.com/refrigerateur+1+porte/electrolux/refrigerateur-ery1201fow-classe-a-blanc-451.html,"- Volume : ce réfrigérateur-congélateur propose une capacité nette de 100 l soit 17 l alloués au congélateur.- Poids léger: facile à transporter, il est doté d'un poids très léger cas même avec emballages, il ne fait que 36 kg. Vous naurez donc aucun souci en cas de déménagement.- Intérieur : pour répondre à vos besoins quotidien...","345,88€"
Réfrigérateur Combiné  KID28V20FF  Classe A+,https://www.quelfrigo.com/refrigerateur-avec-congelateur/bosch/refrigerateur-combine-kid28v20ff-classe-a-1049.html,"Autonomie de 18 heures en cas de panne. Ceci pour conserver la qualité de vos denrées alimentaires durant XXX journée.Classe climatique N-ST : ce frigo peut fonctionner dans un environnement exposée à une forte chaleur variant de +16°C à +38°C.Classe énergétique A+, ce qui en fait l'un des modèles les plus économes dans sa catégorie. ...","493,90€"
Réfrigérateur  KU15R65  Classe ++,https://www.quelfrigo.com/refrigerateur+1+porte/siemens/refrigerateur-ku15r65-classe-27.html,"- Il s'agit d'un modèle de réfrigérateur intégrable à simple porte. Il contient un volume de 138 litres et sintègre par exemple entre deux meubles ou en dessous dun meuble.- Grâce à son étiquette énergétique A++, il consomme environ 92 kWh/an. Cette machine vous aidera à réduire votre facture de consommation énergétique.- Type de...","500,98€"
Réfrigérateur  Elektrogeräte KS 9827  Classe A+ Blanc,https://www.quelfrigo.com/refrigerateur+1+porte/severin/refrigerateur-elektrogerate-ks-9827-classe-a-blanc-2313.html,"Classe climatique N : permettant un bon fonctionnement à une température ambiante de +16°C à +32°C.Classe énergétique A+, un des appareils les plus économes de sa catégorie qui permet des économies d'énergie jusqu'à 25 % par rapport à un modèle classiqueModèle à 1 porte unique à ouverture réversible pour faciliter l'étude de l'e...","149,73€"
Réfrigérateur  Porte Intégrable  Pantographe 55cm 260l A+ Statique Arg947/6,https://www.quelfrigo.com/refrigerateur+1+porte/whirlpool/refrigerateur-porte-integrable-pantographe-55cm-260l-a-statique-arg947-6-386.html,Modèle à quatre étoiles : ce modèle possède d'un compartiment de congélation dont la température descend jusqu'à -24 °C. On peut placer des denrées surgelées ou fraîches jusqu'à la date butoir au-delà de laquelle le produit ne doit plus être consommé.Volume de stockage important de 260 litres. Le compartiment congélateur a un...,"724,90€"
Réfrigérateur Combiné  ENN2812BOW  Classe A++ Blanc,https://www.quelfrigo.com/refrigerateur-avec-congelateur/electrolux/refrigerateur-combine-enn2812bow-classe-a-blanc-3497.html,"- Réfrigérateur-combiné encastrable d'un volume utile totale de 227 litres qui appartient à la classe énergétique A++. Peu énergivore, il consommera tout au long de l'année 20 % de moins qu'un appareil de classe A. Son coût d'utilisation sera en moyenne de 30 euros par an. - Le réfrigérateur de 202 litres utilise le procédé du froid br...","656,00€"
Réfrigérateur  TS 190020  Classe A+ Blanc,https://www.quelfrigo.com/refrigerateur+1+porte/beko/refrigerateur-ts-190020-classe-a-blanc-125.html,"Classe climatique SN-T : cet appareil peut fonctionner sans problème même s'il est placé non loin d'un foyer (cuisinière, four, dispositif de chauffage, etc.).Classe énergétique A+, ce qui en fait l'un des modèles les moins énergivores dans sa catégorie. Ce modèle vous permettra de réaliser des économies d'énergie puisqu' il est 25% p...","163,86€"
Réfrigérateur  A25421  Classe A+ Blanc,https://www.quelfrigo.com/refrigerateur+1+porte/beko/refrigerateur-a25421-classe-a-blanc-255.html,"Autonomie de 12 heures en cas de coupure de courant.Classe climatique SN-T : cet appareil peut fonctionner de façon optimale même s'il est installé près d'une source de chaleur (poêle, four, chauffage, etc.).Classe d'efficacité énergétique A+, ce qui en fait l'un des modèles les moins consommateurs en énergie de sa catégorie. Cette nota...","266,00€"
Réfrigérateur  CFBL 2150   Classe A+,https://www.quelfrigo.com/refrigerateur+1+porte/candy/refrigerateur-cfbl-2150-classe-a-406.html,"Réfrigérateur à 1 porte, de type table top : ce modèle peut s'intégrer sans problème sous un plan de travail.Volume de stockage de 215 litres : ce modèle convient à l'utilisation d'une personne ou d'un couple. En outre, cet appareil ne dispose pas d'un freezer, d'où des compartiments additionnels pour conserver les aliments.Clas...","319,28€"
Réfrigérateur combiné intégrable 267 litres  KI34VV21FF,https://www.quelfrigo.com/refrigerateur-avec-congelateur/siemens/refrigerateur-combine-integrable-267-litres-ki34vv21ff-1252.html,Autonomie : 16 heures. Cet appareil peut conserver vos aliments au frais en cas de coupure électrique. Classe climatique ST ce modèle fonctionne normalement dans un environnement soumis à une température ambiante allant de +18°C à +38°C.Classe d'efficacité énergétique A+ il s'agit donc d'un des modèles très économe en matière d'...,"620,51€"
